Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar
3313,00.332.833/0008-26,,"DINAMICA ADMINISTRACAO, SERVICOS E OBRAS LTDA",Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7830200: FORNECIMENTO E GESTÃO DE RECURSOS HUMANOS PARA TERCEIROS,,Sim
3329,00.334.367/0001-41,,INFRASOLO ENGENHARIA DE SOLOS E INFRA ESTRUTURAS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7119799: ATIVIDADES TÉCNICAS RELACIONADAS À ENGENHARIA E ARQUITETURA NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
3337,00.335.380/0001-15,,FIANCA SERVICOS GERAIS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8121400: LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS,,Sim
3355,00.336.958/0001-58,,SOHESTE PARTICIPACOES E EMPREENDIMENTOS IMOBILIARIOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
3357,00.337.048/0001-90,,RELEVO GRAFICA RAFAELA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1813099: IMPRESSÃO DE MATERIAL PARA OUTROS USOS,,Sim
3392,00.339.226/0001-11,,EMBRASE EMPRESA BRASILIENSE DE MANUFATURADOS E SERVICOS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4649401: COMÉRCIO ATACADISTA DE EQUIPAMENTOS ELÉTRICOS DE USO PESSOAL E DOMÉSTICO,,Sim
3395,00.339.291/0001-47,,EMPRESA JUIZ DE FORA DE SERVICOS GERAIS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8121400: LIMPEZA EM PRÉDIOS E EM DOMICÍLIOS,,Sim
3450,00.346.098/0001-33,,MULIER LABORATORIO CLINICO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8640202: LABORATÓRIOS CLÍNICOS,,Sim
3470,00.348.003/0001-10,,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,Sim,,97012: BRASÍLIA,DF,13: EMPRESA PÚBLICA,2: null,,,7210000: PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIÊNCIAS FÍSICAS E NATURAIS,,Sim
3506,00.350.546/0001-72,,SISCOM SISTEMAS DE COMUNICACOES LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4752100: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO,,Sim
3529,00.352.294/0001-10,,EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - INFRAERO,Sim,,97012: BRASÍLIA,DF,13: EMPRESA PÚBLICA,2: null,,,5240101: OPERAÇÃO DOS AEROPORTOS E CAMPOS DE ATERRISSAGEM,,Sim
3536,00.352.807/0001-93,,MUNDO DA LIMPEZA COMERCIO E INDUSTRIA LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4649408: COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVAÇÃO DOMICILIAR",,Sim
3575,00.356.253/0001-00,,EDITORA BRASILIA JURIDICA LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5811500: EDIÇÃO DE LIVROS,,Sim
3582,00.356.493/0001-05,,CASA DAS PERSIANAS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4759801: COMÉRCIO VAREJISTA DE ARTIGOS DE TAPEÇARIA, CORTINAS E PERSIANAS",,Sim
3585,00.357.038/0001-16,,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A ELETRONORTE,Sim,,97012: BRASÍLIA,DF,9: SOCIEDADE DE ECONOMIA MISTA,2: null,,,3511501: GERAÇÃO DE ENERGIA ELÉTRICA,,Sim
3600,00.358.432/0001-79,,CAPITAL EMPRESA DE SERVICOS GERAIS LIMITADA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7830200: FORNECIMENTO E GESTÃO DE RECURSOS HUMANOS PARA TERCEIROS,,Sim
3611,00.360.305/0001-04,,CAIXA ECONOMICA FEDERAL,Sim,,97012: BRASÍLIA,DF,13: EMPRESA PÚBLICA,2: null,,,6423900: CAIXAS ECONÔMICAS,,Sim
3652,00.363.702/0001-30,,INOB - INSTITUTO DE OLHOS E MICROCIRURGIA DE BRASILIA LTDA.,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8610101: ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO-SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS",,Sim
3675,00.366.120/0001-07,,DIPREL DISTRIBUICAO DE PRODUTOS ELETRONICOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,6462000: HOLDINGS DE INSTITUIÇÕES NÃO-FINANCEIRAS,,Sim
3681,00.366.849/0001-83,,INSTITUTO EUVALDO LODI DO DISTRITO FEDERAL,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,"8550302: ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES",,Sim
3695,00.368.019/0001-95,,ORDEM DOS ADVOGADOS DO BRASIL SECAO DO DISTRITO FEDERAL,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9412099: OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS,,Sim
3725,00.370.783/0001-03,,MUNDO DAS PINTURAS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4741500: COMÉRCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,,Sim
3726,00.370.940/0001-72,,CAIXA BENEF DA POLICIA MILITAR DO DISTRITO FEDERAL,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
3748,00.372.383/0001-29,,DROGARIA BRASIL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4771701: COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",,Sim
3751,00.372.797/0001-58,,PROMEDH PRODUTOS MEDICO HOSPITALARES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4618402: REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE INSTRUMENTOS E MATERIAIS ODONTO-MÉDICO-HOSPITALARES,,Sim
3811,00.377.622/0001-33,,WRJ ENGENHARIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4110700: INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,,Sim
3821,00.379.172/0001-18,,LOGPRESS SOLUCOES GRAFICAS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"1811302: IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS",,Sim
3844,00.380.931/0001-62,,CENTRO DE MEDICINA NUCLEAR DE BRASILIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8640205: SERVIÇOS DE DIAGNÓSTICO POR IMAGEM COM USO DE RADIAÇÃO IONIZANTE, EXCETO TOMOGRAFIA",,Sim
3853,00.382.069/0001-27,,HOSPITAL LAGO SUL S/A,Sim,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,"8610101: ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO-SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS",,Sim
3883,00.385.294/0001-17,,AQUAPLAY PISCINAS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
3898,00.386.634/0001-24,,G ALVES & N G ALVES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
3969,00.393.793/0001-56,,ARTES GRAFICAS E EDITORA PONTUAL LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1811301: IMPRESSÃO DE JORNAIS,,Sim
3996,00.394.874/0001-70,,ORGANIZACAO FLORESTA ENGENHARIA E SERVICOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
3998,00.395.228/0001-28,,"CPD CONSULTORIA, PLANEJAMENTO E DESENVOLVIMENTO DE SISTEMAS LTDA",Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4751201: COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,,Sim
4011,00.396.218/0001-07,,GRAFICA E PAPELARIA ARAGUAIA IND E COM LIMITADA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"5829800: EDIÇÃO INTEGRADA À IMPRESSÃO DE CADASTROS, LISTAS E OUTROS PRODUTOS GRÁFICOS",,Sim
4015,00.396.504/0001-72,,CLIAOD CLIN DE OTORRINOLARINGOLOGIA E AUDIOLOGIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8610101: ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO-SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS",,Sim
4034,00.398.099/0001-21,,ASSOCIACAO BRASILEIRA DE ORCAMENTO PUBLICO,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
4041,00.398.644/0001-80,,IDC INSTITUTO DE DOENCAS CARDIOVASCULARES S/S LTDA,Sim,,97012: BRASÍLIA,DF,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,"8610101: ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO-SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS",,Sim
4047,00.398.842/0001-43,,ATLANTE COMERCIO DE ARTIGOS PARA ESCRITORIO EIRELI,Não,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4761003: COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,,Sim
4053,00.399.865/0001-72,,CONECTOR DISTRIBUIDORA DE SUPRIMENTOS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4686901: COMÉRCIO ATACADISTA DE PAPEL E PAPELÃO EM BRUTO,,Sim
4058,00.400.119/0001-51,,SHANON MODA EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,"4642701: COMÉRCIO ATACADISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS, EXCETO PROFISSIONAIS E DE SEGURANÇA",,Sim
4081,00.402.479/0001-92,,4G INVESTIMENTOS IMOBILIARIOS SA,Sim,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,"4664800: COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO ODONTO-MÉDICO-HOSPITALAR; PARTES E PEÇAS",,Sim
4104,00.404.277/0001-80,,SOCIEDADE BRASILEIRA DE ECONOMIA ADMINISTRACAO E SOCIOLOGIA RURAL,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
4105,00.404.317/0001-93,,SYSTEM ENGENHARIA INDUSTRIAL EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim
4152,00.409.490/0001-84,,SVM SERVICOS POSTAIS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5310502: ATIVIDADES DE FRANQUEADAS E PERMISSIONÁRIAS DO CORREIO NACIONAL,,Sim
4167,00.411.199/0001-40,,CARIMBOS BRASIL LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4761003: COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,,Sim
4186,00.412.130/0001-31,,RNA STUTAPE SERVICOS DE REPROGRAFIA E CONGENERES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8219901: FOTOCÓPIAS,,Sim
4187,00.412.221/0001-77,,POLIGONO ENGENHARIA - EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,6810201: COMPRA E VENDA DE IMÓVEIS PRÓPRIOS,,Sim
4188,00.412.235/0001-90,,EXCELENCIA PESSOAL TREINAMENTOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7830200: FORNECIMENTO E GESTÃO DE RECURSOS HUMANOS PARA TERCEIROS,,Sim
4233,00.416.677/0001-05,,SOTEL SOCIEDADE TECNICA DE ELETREC LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2731700: FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA,,Sim
4239,00.417.089/0001-96,,HOSPITAL PACINI LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8610102: ATIVIDADES DE ATENDIMENTO EM PRONTO-SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGÊNCIAS,,Sim
4295,00.421.800/0001-86,,LAB - LABORATORIO DE PATOLOGIA E CITOLOGIA APLICADA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,8640201: LABORATÓRIOS DE ANATOMIA PATOLÓGICA E CITOLÓGICA,,Sim
4300,00.422.333/0001-09,,CESB - CENTRO DE EDUCACAO SUPERIOR DE BRASILIA LTDA,Sim,,97012: BRASÍLIA,DF,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,8531700: EDUCAÇÃO SUPERIOR - GRADUAÇÃO,,Sim
4367,00.428.250/0001-27,,MINTRALL MUDANCAS E TRANSPORTES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4930204: TRANSPORTE RODOVIÁRIO DE MUDANÇAS,,Sim
4381,00.429.381/0001-29,,PROTEL ENGENHARIA E COMERCIO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
4392,00.429.938/0001-21,,MULTFAR REPRESENTACAO COMERCIAL DE MEDICAMENTOS EIRELI,Não,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,"4618401: REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE MEDICAMENTOS, COSMÉTICOS E PRODUTOS DE PERFUMARIA",,Sim
4405,00.431.403/0001-95,,FUNDACAO ASSISTENCIAL DOS SERVIDORES DO INCRA FASSINCRA INSOLVENTE CIVIL EM LIQU,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,8690999: OUTRAS ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA NÃO ESPECIFICADAS ANTERIORMENTE,,Sim
4469,00.437.182/0001-62,,UNIK CONSTRUTORA E INCORPORADORA LTDA.,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
4482,00.439.002/0001-81,,ASSOCIACAO BRASILEIRA DAS EMPRESAS DE TRANSPORTE TERRESTRE DE PASSAGEIROS,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
4509,00.441.200/0001-80,,SERGIO MACHADO REIS,Sim,,97012: BRASÍLIA,DF,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,8219999: PREPARAÇÃO DE DOCUMENTOS E SERVIÇOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
4530,00.442.798/0001-21,,COPALIMPA PRODUTOS DE LIMPEZA E UTILIDADES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4649409: COMÉRCIO ATACADISTA DE PRODUTOS DE HIGIENE, LIMPEZA E CONSERVAÇÃO DOMICILIAR, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA",,Sim
4535,00.443.234/0001-03,,SOCIEDADE BRASILEIRA DE FITOPATOLOGIA,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9412099: OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS,,Sim
4544,00.444.232/0001-39,,INDUSTRIA DE MATERIAL BELICO DO BRASIL IMBEL,Sim,,97012: BRASÍLIA,DF,13: EMPRESA PÚBLICA,2: null,,,8422100: DEFESA,,Sim
4570,00.446.039/0001-37,,PROGRAF PRODUTOS GRAFICOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4647801: COMÉRCIO ATACADISTA DE ARTIGOS DE ESCRITÓRIO E DE PAPELARIA,,Sim
4577,00.446.997/0001-08,,FLORES DO PARANOA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789002: COMÉRCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,,Sim
4582,00.447.664/0001-01,,ELETROGAMA ELETRONICA ELETRODOMESTICOS GAMA LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4753900: COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO,,Sim
4585,00.447.821/0001-70,,DROGARIA ROSARIO S/A,Sim,,97012: BRASÍLIA,DF,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,"4771701: COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",,Sim
4593,00.448.142/0001-16,,BRINDART COMERCIO E ARTEFATOS DE BRINDES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1813099: IMPRESSÃO DE MATERIAL PARA OUTROS USOS,,Sim
4642,00.452.102/0001-48,,CAFE DO SITIO INDUSTRIA E COMERCIO LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1081302: TORREFAÇÃO E MOAGEM DE CAFÉ,,Sim
4671,00.454.199/0001-28,,TECAR REGULADORA DE MOTORES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4520001: SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,,Sim
4677,00.454.868/0001-61,,GRAMUR LOCACAO DE EQUIPAMENTOS PARA CONSTRUCAO E EVENTOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"7732201: ALUGUEL DE MÁQUINAS E EQUIPAMENTOS PARA CONSTRUÇÃO SEM OPERADOR, EXCETO ANDAIMES",,Sim
4680,00.455.329/0001-47,,AABA EXTINTORES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,3314710: MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA USO GERAL NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
4686,00.455.659/0001-32,,STILOPLAST INDUSTRIA E COMERCIO LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2229399: FABRICAÇÃO DE ARTEFATOS DE MATERIAL PLÁSTICO PARA OUTROS USOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim
4741,00.460.741/0001-55,,CENTAURUS COMERCIO E SERVICO DE MAQUINAS E EQUIPAMENTOS E TRANSPORTES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4930202: TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",,Sim
4774,00.463.802/0001-38,,PLASPEL EMBALAGENS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,1731100: FABRICAÇÃO DE EMBALAGENS DE PAPEL,,Sim
4791,00.465.328/0001-83,,ROTHA TRANSPORTE DE PASSAGEIROS E LOCACAO DE VEICULOS LTDA,Não,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4921301: TRANSPORTE RODOVIÁRIO COLETIVO DE PASSAGEIROS, COM ITINERÁRIO FIXO, MUNICIPAL",,Sim
4796,00.465.809/0001-99,,FISHTEC CONSULTORIA E PARTICIPACOES LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,322107: ATIVIDADES DE APOIO À AQÜICULTURA EM ÁGUA DOCE,,Sim
4802,00.466.250/0001-11,,B M SILVA CONSTRUCOES LIMITADA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4211101: CONSTRUÇÃO DE RODOVIAS E FERROVIAS,,Sim
4840,00.469.171/0001-64,,HOTEL PHENICIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5510801: HOTÉIS,,Sim
4841,00.469.171/0003-26,,HOTEL PHENICIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,5510801: HOTÉIS,,Sim
4859,00.470.401/0001-05,,ODIR SANTA ROSA,Não,,97012: BRASÍLIA,DF,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,9529102: CHAVEIROS,,Sim
4863,00.470.625/0001-17,,ELECTRON ENGENHARIA CONSTRUCOES E EMPREENDIMENTOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4321500: INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,,Sim
4874,00.471.912/0001-41,,"SETA SERVICOS DE ENGENHARIA,TERRAPLENAGEM E ADMINISTRACAO LTDA",Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4211101: CONSTRUÇÃO DE RODOVIAS E FERROVIAS,,Sim
4902,00.473.785/0001-10,,SOCIEDADE BOTANICA DO BRASIL,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
4904,00.474.205/0001-09,,MBR ENGENHARIA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
4913,00.475.251/0001-22,,PAULO OCTAVIO INVESTIMENTOS IMOBILIARIOS LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4110700: INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,,Sim
4919,00.475.855/0001-79,,DEPARTAMENTO DE TRANSITO DO DISTRITO FEDERAL,Sim,,97012: BRASÍLIA,DF,36: AUTARQUIA ESTADUAL OU DO DISTRITO FEDERAL,2: null,,,8424800: SEGURANÇA E ORDEM PÚBLICA,,Sim
4925,00.475.921/0001-00,,ASSOCIACAO NACIONAL DE POLITICA E ADMINISTRACAO DA EDUCACAO-ANPAE,Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9430800: ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,,Sim
4927,00.476.242/0001-56,,ARCOPLAN CONSTRUTORA LTDA,Sim,,97012: BRASÍLIA,DF,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4120400: CONSTRUÇÃO DE EDIFÍCIOS,,Sim
4935,00.476.911/0001-90,,FREITAS TERRAPLENAGEM E PAVIMENTACAO EIRELI,Sim,,97012: BRASÍLIA,DF,25: EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA),2: null,,,4313400: OBRAS DE TERRAPLENAGEM,,Sim
